student_index,actual_target,cluster_id,learning_style,weekly_hours,priority,alert
218,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
219,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
220,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
221,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
222,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
223,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
224,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
225,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
226,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
227,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
228,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
229,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
230,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
231,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
232,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
233,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
234,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
235,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
236,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
237,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
238,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
239,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
240,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
241,Enrolled,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
242,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
243,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
244,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
245,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
246,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
247,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
248,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
249,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
250,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
251,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
252,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
253,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
254,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
255,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
256,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
257,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
258,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
259,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
260,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
261,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
262,Dropout,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
263,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
264,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
265,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
266,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
267,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
268,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
269,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
270,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
271,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
272,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
273,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
274,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
275,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
276,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
277,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
278,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
279,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
280,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
281,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
282,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
283,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
284,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
285,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
286,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
287,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
288,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
289,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
290,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
291,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
292,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
293,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
294,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
295,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
296,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
297,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
298,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
299,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
300,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
301,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
302,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
303,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
304,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
305,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
306,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
307,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
308,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
309,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
310,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
311,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
312,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
313,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
314,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
315,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
316,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
317,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
318,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
319,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
320,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
321,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
322,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
323,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
324,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
325,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
326,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
